#RPT_NAME,LONG_SCHOOL_YEAR,DETAIL_LVL_DESC,SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,GRADES_SERVED_DESC,ENROLL_PCT_ASIAN,ENROLL_PCT_NATIVE,ENROLL_PCT_BLACK,ENROLL_PCT_HISPANIC,ENROLL_PCT_MULTIRACIAL,ENROLL_PCT_WHITE,ENROLL_PCT_MIGRANT,ENROLL_PCT_ED,ENROLL_PCT_SWD,ENROLL_PCT_LEP,ENROLL_COUNT_REMEDIAL_GR_6_8,ENROLL_PCT_REMEDIAL_GR_6_8,ENROLL_COUNT_EIP_K_5,ENROLL_PERCENT_EIP_K_5,ENROLL_COUNT_REMEDIAL_GR_9_12,ENROLL_PCT_REMEDIAL_GR_9_12,ENROLL_COUNT_SPECIAL_ED_K12,ENROLL_PCT_SPECIAL_ED_K12,ENROLL_COUNT_ESOL,ENROLL_PCT_ESOL,ENROLL_COUNT_SPECIAL_ED_PK,ENROLL_PCT_SPECIAL_ED_PK,ENROLL_COUNT_VOCATION_9_12,ENROLL_PCT_VOCATION_9_12,ENROLL_COUNT_ALT_PROGRAMS,ENROLL_PCT_ALT_PROGRAMS,ENROLL_COUNT_GIFTED,ENROLL_PCT_GIFTED,ENROLL_PCT_MALE,ENROLL_PCT_FEMALE
"Enrollment_by_Subgroup_Metrics","2023-24","District","630","Clay County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","1","96","1","1","3","TFS","100","17.1","TFS","21","42","53","38.7",,,"32","17.1","TFS","TFS","TFS","TFS",,,"TFS","TFS","TFS","TFS","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","District","631","Clayton County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","3","TFS","68","25","3","1","TFS","87","10.9","15","3618","31.6","7802","36.1","2560","15.6","5374","10.9","5722","11.6","269","19.5","7528","46","314",".7","2664","5.4","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","632","Clinch County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","1","34","5","6","54","5","73","12.4","2","131","43.8","156","29.3","244","76","143","12.4","13","1.1","10","10.9","232","72.3","19","1.8","57","4.9","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","District","633","Cobb County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","6","TFS","30","26","5","33","TFS","51","13.1","16","10765","44","14329","31.9","10634","29.4","13854","13.1","11537","10.9","845","91.5","15511","42.9","458",".5","19513","18.5","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","634","Coffee County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","29","23","4","43","4","83","13.1","12","177","11.1","1665","46.8","150","7.2","946","13.1","573","7.9","47","10.3","1002","48.3","116","1.7","524","7.3","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","District","635","Colquitt County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","26","32","3","38","15","79","13.1","22","624","30.4","1265","34.2","349","13.5","1093","13.1","1402","16.8","57","11.2","1570","60.7","244","3.1","928","11.1","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","District","636","Columbia County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","5","TFS","23","12","8","52","TFS","41","11.8","4","1321","19.5","2369","18.9","1874","20.3","3360","11.8","728","2.6","167","45.4","5642","61.1","233",".9","4172","14.6","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","637","Cook County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","33","12","6","49","3","72","12.4","7","191","28.7","486","38.4","196","20.6","358","12.4","126","4.4","20","10.8","546","57.4","46","1.7","238","8.3","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","District","638","Coweta County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","3","TFS","25","13","5","54","TFS","48","12.5","5","TFS","TFS","2205","22.6","54",".7","2801","12.5","613","2.7","178","23.7","2890","39","158",".8","3052","13.7","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","639","Crawford County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","TFS","21","4","5","70","TFS","71","14.8","1","163","44.2","174","28.3","68","13.3","221","14.8","11",".7","TFS","TFS","353","68.9","TFS","TFS","103","6.9","49","51"
"Enrollment_by_Subgroup_Metrics","2023-24","District","640","Crisp County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","2","TFS","59","8","4","28","1","94","16.2","4","302","40.1","715","50.4","87","8.3","524","16.2","94","2.9","39","17.6","677","64.2","TFS","TFS","114","3.5","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","District","641","Dade County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","1","1","3","3","91","TFS","61","15.1","1","58","13.6","403","43.8","59","10.2","290","15.1","17",".9","25","20.5","335","57.8","10",".6","163","8.5","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","District","642","Dawson County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","3","TFS","2","13","3","79","TFS","55","15.5","8","85","10","240","12.5","33","2.8","611","15.5","181","4.6","40","29","580","49.8","43","1.1","282","7.2","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","643","Decatur County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","52","12","3","32","2","84","10.6","7","291","31.8","518","29.5","444","32.8","427","10.6","167","4.2","26","10.3","770","56.9","108","2.9","241","6","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","District","644","DeKalb County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","7","TFS","56","22","3","11","TFS","77","10.9","22","2785","13.9","4040","9.8","184",".7","9586","10.9","15805","17.9","520","16.8","13665","50.7","708",".9","8937","10.1","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","645","Dodge County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","34","5","5","54","1","78","16.6","3","81","13.4","408","35.9","54","6.2","433","16.6","46","1.8","10","9.4","739","85.3","TFS","TFS","125","4.8","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","District","646","Dooly County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","TFS","66","24","2","8","3","94","9.1","14","78","31.2","138","31","18","5.1","95","9.1","123","11.7","TFS","TFS","199","56.5","TFS","TFS","33","3.2","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","647","Dougherty County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","89","4","2","4","TFS","95","12.3","3","1133","38.5","3489","59.1","1065","28.6","1546","12.3","245","1.9","83","16.8","2907","78.1","237","2","705","5.6","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","648","Douglas County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","57","21","6","15","TFS","73","13.5","10","1028","17","3209","30.3","1001","11.2","3463","13.5","1610","6.3","180","95.7","4243","47.6","377","1.6","2588","10.1","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","649","Early County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","80","1","3","15","TFS","92","10.8","TFS","120","33.8","234","38.4","248","48.2","159","10.8","TFS","TFS","TFS","TFS","408","79.2","43","3.1","84","5.7","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","District","650","Echols County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","TFS","3","46","2","49","22","83","9.4","23","62","33.7","128","30.7","54","22","80","9.4","146","17.2","TFS","TFS","202","82.1","17","2.1","20","2.4","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","District","651","Effingham County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","2","TFS","17","12","6","63","TFS","50","16.2","4","473","14.9","671","10.4","406","10","2215","16.2","355","2.6","133","18.6","2908","71.5","224","1.7","1363","10","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","District","652","Elbert County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","36","12","5","46","TFS","74","15.1","4","159","24.2","513","38.9","TFS","TFS","440","15.1","78","2.7","16","10.1","698","73.8","63","2.3","247","8.5","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","District","653","Emanuel County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","41","9","3","46","TFS","93","16","4","74","8.7","339","19.2","TFS","TFS","603","16","76","2","33","14.8","752","66","40","1.1","185","4.9","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","District","654","Evans County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","1","36","26","4","32","3","88","12.4","19","181","44","435","58.1","193","37","208","12.4","231","13.7","19","16.2","429","82.3","32","2.1","117","7","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","655","Fannin County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","1","7","2","90","TFS","68","17","3","44","7","232","19","91","10.2","466","17","57","2.1","21","22.3","538","60.4","39","1.5","205","7.5","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","District","656","Fayette County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","7","TFS","30","14","6","42","TFS","35","11.2","7","544","11.7","1084","13.8","746","10.7","2197","11.2","795","4.1","97","27.2","4446","63.6","129",".7","3819","19.6","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","657","Floyd County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","7","13","5","73","TFS","55","16","6","374","18.6","1033","27.3","285","10.8","1349","16","308","3.7","84","19.9","1326","50.4","10",".1","1339","15.9","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","District","658","Forsyth County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","33","TFS","4","14","4","44","TFS","22","12.1","13","449","3.3","2583","11.1","213","1.2","6598","12.1","3686","6.8","354","83.1","11477","64.3","200",".4","10066","18.4","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","659","Franklin County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","2","TFS","11","10","5","71","TFS","65","16.2","6","255","30.8","322","19","298","29.6","572","16.2","121","3.4","25","92.6","621","61.7","82","2.5","230","6.5","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","660","Fulton County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","13","TFS","41","16","4","25","TFS","50","10.6","12","2987","15.3","6491","18","3181","10.5","9087","10.6","6510","7.6","445","21.3","15755","52","848","1.1","14552","16.9","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","661","Gilmer County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","TFS","34","1","63","1","73","10.7","23","148","16.7","674","36.4","132","10.6","426","10.7","678","17","31","22.5","682","55","74","2","474","11.9","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","District","662","Glascock County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","1","6","1","3","89","TFS","61","14.9","TFS","47","37.3","19","7.9","11","6.5","80","14.9","TFS","TFS","TFS","TFS","101","59.8","13","2.6","28","5.2","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","District","663","Glynn County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","2","TFS","33","17","5","43","TFS","69","16.3","11","681","23.5","1085","19.5","18",".5","1992","16.3","1028","8.4","63","12.9","1893","50.1","225","2","1047","8.6","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","664","Gordon County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","2","20","3","74","TFS","75","12.3","10","242","17.7","615","23.5","156","7.9","735","12.3","336","5.6","46","13.5","1025","51.8","84","1.5","761","12.8","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","District","665","Grady County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","30","29","3","37","1","70","10.4","19","175","17.7","370","18.8","TFS","TFS","443","10.4","546","12.8","30","14.2","905","69.7","56","1.4","239","5.6","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","666","Greene County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","41","16","4","38","TFS","68","14.3","9","50","8.9","255","22.6","TFS","TFS","346","14.3","134","5.5","12","7.3","436","60.1","TFS","TFS","148","6.1","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","District","667","Gwinnett County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","12","TFS","32","35","4","16","TFS","64","13","26","8309","19.8","21930","28.6","7929","12.8","23550","13","31666","17.5","1426","82.3","31700","51.4","1564",".9","32426","18","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","668","Habersham County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","2","TFS","3","33","4","59","1","73","17.5","20","266","16.5","968","30.2","112","5.2","1223","17.5","896","12.8","58","30.1","897","41.4","90","1.4","556","8","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","669","Hall County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","5","49","3","42","1","65","14.4","30","764","12.3","2312","19.7","314","3.5","3862","14.4","5694","21.2","145","39.6","6357","70.9","TFS","TFS","3698","13.8","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","District","670","Hancock County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","TFS","95","1","2","3","TFS","100","10.7","TFS","TFS","TFS","62","24.3","TFS","TFS","66","10.7","TFS","TFS","TFS","TFS","153","71.5","TFS","TFS",,,"50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","District","671","Haralson County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","TFS","3","4","4","89","TFS","85","16.2","1","285","37","845","55.7","241","24.8","526","16.2","31","1","21","11.1","684","70.5","TFS","TFS","382","11.7","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","District","672","Harris County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","15","8","6","70","TFS","42","12.8","1","324","24.9","591","25.1","273","16.3","683","12.8","27",".5","33","11.2","1119","66.6","78","1.6","534","10","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","673","Hart County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","2","TFS","21","11","6","61","1","71","14.8","6","35","4.2","259","15.3","TFS","TFS","535","14.8","150","4.1","23","15.8","792","72","71","2.1","267","7.4","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","District","674","Heard County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","TFS","7","4","6","83","TFS","69","12.2","1","90","19.8","310","31","61","9.1","260","12.2","TFS","TFS","12","8.8","426","63.2","TFS","TFS","188","8.8","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","District","675","Henry County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","3","TFS","63","13","6","16","TFS","67","13.5","4","2740","27.6","4527","25.9","1570","10.2","5764","13.5","1101","2.6","233","55.9","9477","61.3","459","1.2","5375","12.5","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","676","Houston County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","3","TFS","41","12","7","37","TFS","63","14.6","5","2352","32.9","3576","27.4","3432","36.6","4311","14.6","1033","3.5","218","17.6","6282","66.9","318","1.2","4834","16.3","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","District","677","Irwin County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","TFS","35","6","4","56","TFS","71","15.1","1","115","31.9","196","29","59","11.8","232","15.1","TFS","TFS","10","10.5","289","57.6","25","1.8","98","6.4","54","46"
"Enrollment_by_Subgroup_Metrics","2023-24","District","678","Jackson County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","3","TFS","9","20","5","63","TFS","54","15.5","11","652","27.4","1204","26.1","238","7.7","1562","15.5","841","8.3","80","18.5","1613","51.8","126","1.3","1281","12.7","52","48"
